uf,cidade,qtd_pop
MU,Arapiraca (AL),231747
MU,Atalaia (AL),47185
MU,Barra de Santo Antônio (AL),15932
MU,Barra de São Miguel (AL),8322
MU,Batalha (AL),18232
MU,Belém (AL),4344
MU,Belo Monte (AL),6704
MU,Boca da Mata (AL),27281
MU,Branquinha (AL),10494
MU,Cacimbinhas (AL),10858
MU,Cajueiro (AL),21264
MU,Campestre (AL),6936
MU,Campo Alegre (AL),57063
MU,Campo Grande (AL),9558
MU,Canapi (AL),17722
MU,Capela (AL),17053
MU,Carneiros (AL),9081
MU,Chã Preta (AL),7311
MU,Coité do Nóia (AL),10693
MU,Colônia Leopoldina (AL),21698
MU,Coqueiro Seco (AL),5845
MU,Coruripe (AL),56933
MU,Craíbas (AL),24219
MU,Delmiro Gouveia (AL),52016
MU,Dois Riachos (AL),11075
MU,Estrela de Alagoas (AL),18205
MU,Feira Grande (AL),22166
MU,Feliz Deserto (AL),4754
MU,Flexeiras (AL),12790
MU,Girau do Ponciano (AL),40917
MU,Ibateguara (AL),15616
MU,Igaci (AL),25631
MU,Igreja Nova (AL),24499
MU,Inhapi (AL),18385
MU,Jacaré dos Homens (AL),5253
MU,Jacuípe (AL),7021
MU,Japaratinga (AL),8361
MU,Jaramataia (AL),5770
MU,Jequiá da Praia (AL),11580
MU,Joaquim Gomes (AL),23993
MU,Jundiá (AL),4155
MU,Junqueiro (AL),24727
MU,Lagoa da Canoa (AL),17852
MU,Limoeiro de Anadia (AL),28635
MU,Maceió (AL),1018948
MU,Major Isidoro (AL),19804
MU,Maragogi (AL),32704
MU,Maravilha (AL),9163
MU,Marechal Deodoro (AL),51901
MU,Maribondo (AL),13264
MU,Mar Vermelho (AL),3514
MU,Mata Grande (AL),25216
MU,Matriz de Camaragibe (AL),24642
MU,Messias (AL),17856
MU,Minador do Negrão (AL),5329
MU,Monteirópolis (AL),7159
MU,Murici (AL),28236
MU,Novo Lino (AL),12690
MU,Olho d'Água das Flores (AL),21688
MU,Olho d'Água do Casado (AL),9373
MU,Olho d'Água Grande (AL),5123
MU,Olivença (AL),11624
MU,Ouro Branco (AL),11496
MU,Palestina (AL),5011
MU,Palmeira dos Índios (AL),73218
MU,Pão de Açúcar (AL),24399
MU,Pariconha (AL),10533
MU,Paripueira (AL),13176
MU,Passo de Camaragibe (AL),15245
MU,Paulo Jacinto (AL),7564
MU,Penedo (AL),63683
MU,Piaçabuçu (AL),17827
MU,Pilar (AL),35111
MU,Pindoba (AL),2908
MU,Piranhas (AL),25039
MU,Poço das Trincheiras (AL),14386
MU,Porto Calvo (AL),27165
MU,Porto de Pedras (AL),7786
MU,Porto Real do Colégio (AL),20066
MU,Quebrangulo (AL),11294
MU,Rio Largo (AL),75120
MU,Roteiro (AL),6664
MU,Santa Luzia do Norte (AL),7296
MU,Santana do Ipanema (AL),47654
MU,Santana do Mundaú (AL),10740
MU,São Brás (AL),6961
MU,São José da Laje (AL),23927
MU,São José da Tapera (AL),32260
MU,São Luís do Quitunde (AL),34555
MU,São Miguel dos Campos (AL),61251
MU,São Miguel dos Milagres (AL),7951
MU,São Sebastião (AL),34152
MU,Satuba (AL),13828
MU,Senador Rui Palmeira (AL),13870
MU,Tanque d'Arca (AL),6162
MU,Taquarana (AL),19980
MU,Teotônio Vilela (AL),44169
MU,Traipu (AL),27715
MU,União dos Palmares (AL),65611
MU,Viçosa (AL),25733
MU,Amparo de São Francisco (SE),2374
MU,Aquidabã (SE),21563
MU,Aracaju (SE),657013
MU,Arauá (SE),10056
MU,Areia Branca (SE),18542
MU,Barra dos Coqueiros (SE),30407
MU,Boquim (SE),26816
MU,Brejo Grande (SE),8309
MU,Campo do Brito (SE),18109
MU,Canhoba (SE),4008
MU,Canindé de São Francisco (SE),29900
MU,Capela (SE),34213
MU,Carira (SE),22082
MU,Carmópolis (SE),16634
MU,Cedro de São João (SE),5897
MU,Cristinápolis (SE),17874
MU,Cumbe (SE),3987
MU,Divina Pastora (SE),5138
MU,Estância (SE),69184
MU,Feira Nova (SE),5584
MU,Frei Paulo (SE),15421
MU,Gararu (SE),11604
MU,General Maynard (SE),3346
MU,Gracho Cardoso (SE),5818
MU,Ilha das Flores (SE),8520
MU,Indiaroba (SE),17957
MU,Itabaiana (SE),95427
MU,Itabaianinha (SE),41928
MU,Itabi (SE),4903
MU,Itaporanga d'Ajuda (SE),34356
MU,Japaratuba (SE),18743
MU,Japoatã (SE),13434
MU,Lagarto (SE),104408
MU,Laranjeiras (SE),29826
MU,Macambira (SE),6919
MU,Malhada dos Bois (SE),3682
MU,Malhador (SE),12618
MU,Maruim (SE),17213
MU,Moita Bonita (SE),11335
MU,Monte Alegre de Sergipe (SE),15031
MU,Muribeca (SE),7625
MU,Neópolis (SE),18719
MU,Nossa Senhora Aparecida (SE),8796
MU,Nossa Senhora da Glória (SE),36924
MU,Nossa Senhora das Dores (SE),26629
MU,Nossa Senhora de Lourdes (SE),6483
MU,Nossa Senhora do Socorro (SE),183628
MU,Pacatuba (SE),14428
MU,Pedra Mole (SE),3261
MU,Pedrinhas (SE),9602
MU,Pinhão (SE),6576
MU,Pirambu (SE),9280
MU,Poço Redondo (SE),34775
MU,Poço Verde (SE),23728
MU,Porto da Folha (SE),28596
MU,Propriá (SE),29626
MU,Riachão do Dantas (SE),19805
MU,Riachuelo (SE),10213
MU,Ribeirópolis (SE),18652
MU,Rosário do Catete (SE),10855
MU,Salgado (SE),19998
MU,Santa Luzia do Itanhy (SE),14035
MU,Santana do São Francisco (SE),7780
MU,Santa Rosa de Lima (SE),3913
MU,Santo Amaro das Brotas (SE),12102
MU,São Cristóvão (SE),90072
MU,São Domingos (SE),11137
MU,São Francisco (SE),3724
MU,São Miguel do Aleixo (SE),3930
MU,Simão Dias (SE),40484
MU,Siriri (SE),8893
MU,Telha (SE),3227
MU,Tobias Barreto (SE),52191
MU,Tomar do Geru (SE),13536
MU,Umbaúba (SE),25294
MU,Abaíra (BA),8739
MU,Abaré (BA),20086
MU,Acajutiba (BA),15159
MU,Adustina (BA),17040
MU,Água Fria (BA),16970
MU,Érico Cardoso (BA),10610
MU,Aiquara (BA),4446
MU,Alagoinhas (BA),151596
MU,Alcobaça (BA),22470
MU,Almadina (BA),5464
MU,Amargosa (BA),37241
MU,Amélia Rodrigues (BA),25102
MU,América Dourada (BA),16094
MU,Anagé (BA),22005
MU,Andaraí (BA),13143
MU,Andorinha (BA),14595
MU,Angical (BA),13977
MU,Anguera (BA),11221
MU,Antas (BA),19291
MU,Antônio Cardoso (BA),11683
MU,Antônio Gonçalves (BA),11798
MU,Aporá (BA),17731
MU,Apuarema (BA),7330
MU,Aracatu (BA),13135
MU,Araçás (BA),12177
MU,Araci (BA),54379
MU,Aramari (BA),11397
MU,Arataca (BA),11019
MU,Aratuípe (BA),8825
MU,Aurelino Leal (BA),11531
MU,Baianópolis (BA),13877
MU,Baixa Grande (BA),20468
MU,Banzaê (BA),13229
MU,Barra (BA),53578
MU,Barra da Estiva (BA),20598
MU,Barra do Choça (BA),31603
MU,Barra do Mendes (BA),13865
MU,Barra do Rocha (BA),5714
MU,Barreiras (BA),155439
MU,Barro Alto (BA),14931
MU,Barrocas (BA),15978
MU,Barro Preto (BA),5591
MU,Belmonte (BA),23328
MU,Belo Campo (BA),17211
MU,Biritinga (BA),15979
MU,Boa Nova (BA),12633
MU,Boa Vista do Tupim (BA),18576
MU,Bom Jesus da Lapa (BA),69148
MU,Bom Jesus da Serra (BA),9880
MU,Boninal (BA),14368
MU,Bonito (BA),16764
MU,Boquira (BA),21508
MU,Botuporã (BA),10211
MU,Brejões (BA),14295
MU,Brejolândia (BA),10557
MU,Brotas de Macaúbas (BA),10231
MU,Brumado (BA),67195
MU,Buerarema (BA),18349
MU,Buritirama (BA),21174
MU,Caatiba (BA),6758
MU,Cabaceiras do Paraguaçu (BA),18807
MU,Cachoeira (BA),33470
MU,Caculé (BA),23170
MU,Caém (BA),9213
MU,Caetanos (BA),14542
MU,Caetité (BA),50975
MU,Cafarnaum (BA),18437
MU,Cairu (BA),18176
MU,Caldeirão Grande (BA),13327
MU,Camacan (BA),31988
MU,Camaçari (BA),299132
MU,Camamu (BA),35316
MU,Campo Alegre de Lourdes (BA),28798
MU,Campo Formoso (BA),71206
MU,Canápolis (BA),9711
MU,Canarana (BA),26176
MU,Canavieiras (BA),31099
MU,Candeal (BA),8258
MU,Candeias (BA),87076
MU,Candiba (BA),14319
MU,Cândido Sales (BA),25189
MU,Cansanção (BA),34834
MU,Canudos (BA),16668
MU,Capela do Alto Alegre (BA),11637
MU,Capim Grosso (BA),30662
MU,Caraíbas (BA),8951
MU,Caravelas (BA),22016
MU,Cardeal da Silva (BA),9295
MU,Carinhanha (BA),29018
MU,Casa Nova (BA),71969
MU,Castro Alves (BA),26264
MU,Catolândia (BA),3577
MU,Catu (BA),54704
MU,Caturama (BA),9329
MU,Central (BA),17266
MU,Chorrochó (BA),11177
MU,Cícero Dantas (BA),32515
MU,Cipó (BA),17300
MU,Coaraci (BA),16993
MU,Cocos (BA),18777
MU,Conceição da Feira (BA),22581
MU,Conceição do Almeida (BA),17247
MU,Conceição do Coité (BA),66612
MU,Conceição do Jacuípe (BA),33153
MU,Conde (BA),25837
MU,Condeúba (BA),17247
MU,Contendas do Sincorá (BA),4066
MU,Coração de Maria (BA),22605
MU,Cordeiros (BA),8614
MU,Coribe (BA),14194
MU,Coronel João Sá (BA),15895
MU,Correntina (BA),32137
MU,Cotegipe (BA),13782
MU,Cravolândia (BA),5349
MU,Crisópolis (BA),21103
MU,Cristópolis (BA),13910
MU,Cruz das Almas (BA),63239
MU,Curaçá (BA),34700
MU,Dário Meira (BA),10710
MU,Dias d'Ávila (BA),81089
MU,Dom Basílio (BA),12199
MU,Dom Macedo Costa (BA),4058
MU,Elísio Medrado (BA),8122
MU,Encruzilhada (BA),17006
MU,Entre Rios (BA),41780
MU,Esplanada (BA),37237
MU,Euclides da Cunha (BA),60585
MU,Eunápolis (BA),113380
MU,Fátima (BA),17890
MU,Feira da Mata (BA),5665
MU,Feira de Santana (BA),614872
MU,Filadélfia (BA),16377
MU,Firmino Alves (BA),5617
MU,Floresta Azul (BA),10629
MU,Formosa do Rio Preto (BA),25591
MU,Gandu (BA),32403
MU,Gavião (BA),4463
MU,Gentio do Ouro (BA),11233
MU,Glória (BA),15221
MU,Gongogi (BA),7128
MU,Governador Mangabeira (BA),20722
MU,Guajeru (BA),6937
MU,Guanambi (BA),84481
MU,Guaratinga (BA),20843
MU,Heliópolis (BA),13031
MU,Iaçu (BA),24305
MU,Ibiassucê (BA),9224
MU,Ibicaraí (BA),21689
MU,Ibicoara (BA),19571
MU,Ibicuí (BA),16198
MU,Ibipeba (BA),18211
MU,Ibipitanga (BA),14902
MU,Ibiquera (BA),4044
MU,Ibirapitanga (BA),23375
MU,Ibirapuã (BA),8637
MU,Ibirataia (BA),15312
MU,Ibitiara (BA),16339
MU,Ibititá (BA),17113
MU,Ibotirama (BA),26927
MU,Ichu (BA),6206
MU,Igaporã (BA),15640
MU,Igrapiúna (BA),13226
MU,Iguaí (BA),26916
MU,Ilhéus (BA),162327
MU,Inhambupe (BA),39926
MU,Ipecaetá (BA),14487
MU,Ipiaú (BA),45873
MU,Ipirá (BA),59595
MU,Ipupiara (BA),9865
MU,Irajuba (BA),7260
MU,Iramaia (BA),8537
MU,Iraquara (BA),25216
MU,Irará (BA),29034
MU,Irecê (BA),72967
MU,Itabela (BA),30584
MU,Itaberaba (BA),64489
MU,Itabuna (BA),213223
MU,Itacaré (BA),28296
MU,Itaeté (BA),16056
MU,Itagi (BA),12351
MU,Itagibá (BA),14579
MU,Itagimirim (BA),6869
MU,Itaguaçu da Bahia (BA),14429
MU,Itaju do Colônia (BA),6682
MU,Itajuípe (BA),20491
MU,Itamaraju (BA),64486
MU,Itamari (BA),8035
MU,Itambé (BA),23049
MU,Itanagra (BA),6441
MU,Itanhém (BA),19405
MU,Itaparica (BA),22228
MU,Itapé (BA),8761
MU,Itapebi (BA),10259
MU,Itapetinga (BA),76147
MU,Itapicuru (BA),35576
MU,Itapitanga (BA),10313
MU,Itaquara (BA),8319
MU,Itarantim (BA),19747
MU,Itatim (BA),14487
MU,Itiruçu (BA),12576
MU,Itiúba (BA),36089
MU,Itororó (BA),20382
MU,Ituaçu (BA),18962
MU,Ituberá (BA),28602
MU,Iuiu (BA),10994
MU,Jaborandi (BA),8385
MU,Jacaraci (BA),14842
MU,Jacobina (BA),80518
MU,Jaguaquara (BA),54423
MU,Jaguarari (BA),33570
MU,Jaguaripe (BA),18788
MU,Jandaíra (BA),10709
MU,Jequié (BA),155966
MU,Jeremoabo (BA),40463
MU,Jiquiriçá (BA),14537
MU,Jitaúna (BA),11166
MU,João Dourado (BA),25188
MU,Juazeiro (BA),216707
MU,Jucuruçu (BA),9126
MU,Jussara (BA),15284
MU,Jussari (BA),5833
MU,Jussiape (BA),6186
MU,Lafaiete Coutinho (BA),3724
MU,Lagoa Real (BA),15665
MU,Laje (BA),23840
MU,Lajedão (BA),3955
MU,Lajedinho (BA),3783
MU,Lajedo do Tabocal (BA),8562
MU,Lamarão (BA),8307
MU,Lapão (BA),27223
MU,Lauro de Freitas (BA),198440
MU,Lençóis (BA),11409
MU,Licínio de Almeida (BA),12388
MU,Livramento de Nossa Senhora (BA),45732
MU,Luís Eduardo Magalhães (BA),87519
MU,Macajuba (BA),11348
MU,Macarani (BA),18755
MU,Macaúbas (BA),49826
MU,Macururé (BA),7824
MU,Madre de Deus (BA),21093
MU,Maetinga (BA),3161
MU,Maiquinique (BA),10112
MU,Mairi (BA),18676
MU,Malhada (BA),16845
MU,Malhada de Pedras (BA),8393
MU,Manoel Vitorino (BA),13240
MU,Mansidão (BA),13643
MU,Maracás (BA),20834
MU,Maragogipe (BA),44677
MU,Maraú (BA),20570
MU,Marcionílio Souza (BA),10406
MU,Mascote (BA),13822
MU,Mata de São João (BA),46583
MU,Matina (BA),12201
MU,Medeiros Neto (BA),22688
MU,Miguel Calmon (BA),26023
MU,Milagres (BA),10950
MU,Mirangaba (BA),18338
MU,Mirante (BA),8641
MU,Monte Santo (BA),49418
MU,Morpará (BA),8519
MU,Morro do Chapéu (BA),35413
MU,Mortugaba (BA),12042
MU,Mucugê (BA),9062
MU,Mucuri (BA),41748
MU,Mulungu do Morro (BA),10889
MU,Mundo Novo (BA),26776
MU,Muniz Ferreira (BA),7422
MU,Muquém do São Francisco (BA),11348
MU,Muritiba (BA),29399
MU,Mutuípe (BA),22221
MU,Nazaré (BA),28525
MU,Nilo Peçanha (BA),13997
MU,Nordestina (BA),13130
MU,Nova Canaã (BA),16462
MU,Nova Fátima (BA),7812
MU,Nova Ibiá (BA),6591
MU,Nova Itarana (BA),8226
MU,Nova Redenção (BA),9118
MU,Nova Soure (BA),26947
MU,Nova Viçosa (BA),43376
MU,Novo Horizonte (BA),12385
MU,Novo Triunfo (BA),15440
MU,Olindina (BA),28229
MU,Oliveira dos Brejinhos (BA),21825
MU,Ouriçangas (BA),8564
MU,Ourolândia (BA),17451
MU,Palmas de Monte Alto (BA),21750
MU,Palmeiras (BA),9019
MU,Paramirim (BA),21607
MU,Paratinga (BA),32000
MU,Paripiranga (BA),28989
MU,Pau Brasil (BA),9831
MU,Paulo Afonso (BA),117782
MU,Pé de Serra (BA),13578
MU,Pedrão (BA),7347
MU,Pedro Alexandre (BA),16667
MU,Piatã (BA),17123
MU,Pilão Arcado (BA),35048
MU,Pindaí (BA),16260
MU,Pindobaçu (BA),20150
MU,Pintadas (BA),10437
MU,Piraí do Norte (BA),10023
MU,Piripá (BA),10707
MU,Piritiba (BA),24755
MU,Planaltino (BA),9322
MU,Planalto (BA),26265
MU,Poções (BA),46871
MU,Pojuca (BA),39519
MU,Ponto Novo (BA),14914
MU,Porto Seguro (BA),148686
MU,Potiraguá (BA),7224
MU,Prado (BA),28174
MU,Presidente Dutra (BA),15142
MU,Presidente Jânio Quadros (BA),12338
MU,Presidente Tancredo Neves (BA),27719
MU,Queimadas (BA),25439
MU,Quijingue (BA),27580
MU,Quixabeira (BA),8972
MU,Rafael Jambeiro (BA),22621
MU,Remanso (BA),41008
MU,Retirolândia (BA),14396
MU,Riachão das Neves (BA),22339
MU,Riachão do Jacuípe (BA),33436
MU,Riacho de Santana (BA),35421
MU,Ribeira do Amparo (BA),14592
MU,Ribeira do Pombal (BA),53807
MU,Ribeirão do Largo (BA),5812
MU,Rio de Contas (BA),12989
MU,Rio do Antônio (BA),15371
MU,Rio do Pires (BA),11655
MU,Rio Real (BA),40732
MU,Rodelas (BA),9331
MU,Ruy Barbosa (BA),30814
MU,Salinas da Margarida (BA),15667
MU,Salvador (BA),2872347
MU,Santa Bárbara (BA),20791
MU,Santa Brígida (BA),14213
MU,Santa Cruz Cabrália (BA),27778
MU,Santa Cruz da Vitória (BA),6315
MU,Santa Inês (BA),10631
MU,Santaluz (BA),37348
MU,Santa Luzia (BA),12597
MU,Santa Maria da Vitória (BA),39845
MU,Santana (BA),26614
MU,Santanópolis (BA),8943
MU,Santa Rita de Cássia (BA),28338
MU,Santa Terezinha (BA),10405
MU,Santo Amaro (BA),60069
MU,Santo Antônio de Jesus (BA),101512
MU,Santo Estêvão (BA),52850
MU,São Desidério (BA),33742
MU,São Domingos (BA),9058
MU,São Félix (BA),14740
MU,São Félix do Coribe (BA),15391
MU,São Felipe (BA),21074
MU,São Francisco do Conde (BA),39802
MU,São Gabriel (BA),18793
MU,São Gonçalo dos Campos (BA),37550
MU,São José da Vitória (BA),5657
MU,São José do Jacuípe (BA),10462
MU,São Miguel das Matas (BA),11675
MU,São Sebastião do Passé (BA),44300
MU,Sapeaçu (BA),17398
MU,Sátiro Dias (BA),17273
MU,Saubara (BA),12043
MU,Saúde (BA),12913
MU,Seabra (BA),44091
MU,Sebastião Laranjeiras (BA),11434
MU,Senhor do Bonfim (BA),79015
MU,Serra do Ramalho (BA),31472
MU,Sento Sé (BA),40684
MU,Serra Dourada (BA),17386
MU,Serra Preta (BA),14878
MU,Serrinha (BA),80861
MU,Serrolândia (BA),13397
MU,Simões Filho (BA),134377
MU,Sítio do Mato (BA),13012
MU,Sítio do Quinto (BA),9986
MU,Sobradinho (BA),23191
MU,Souto Soares (BA),16979
MU,Tabocas do Brejo Velho (BA),12518
MU,Tanhaçu (BA),20403
MU,Tanque Novo (BA),17366
MU,Tanquinho (BA),7918
MU,Taperoá (BA),21074
MU,Tapiramutá (BA),17010
MU,Teixeira de Freitas (BA),160487
MU,Teodoro Sampaio (BA),7425
MU,Teofilândia (BA),22518
MU,Teolândia (BA),14943
MU,Terra Nova (BA),13033
MU,Tremedal (BA),16394
MU,Tucano (BA),50687
MU,Uauá (BA),24240
MU,Ubaíra (BA),19895
MU,Ubaitaba (BA),19056
MU,Ubatã (BA),27035
MU,Uibaí (BA),13887
MU,Umburanas (BA),19222
MU,Una (BA),19002
MU,Urandi (BA),16658
MU,Uruçuca (BA),20519
MU,Utinga (BA),19178
MU,Valença (BA),96562
MU,Valente (BA),28473
MU,Várzea da Roça (BA),14104
MU,Várzea do Poço (BA),9170
MU,Várzea Nova (BA),12697
MU,Varzedo (BA),8838
MU,Vera Cruz (BA),43223
MU,Vereda (BA),6205
MU,Vitória da Conquista (BA),338480
MU,Wagner (BA),9345
MU,Wanderley (BA),12238
MU,Wenceslau Guimarães (BA),21101
MU,Xique-Xique (BA),46483
MU,Abadia dos Dourados (MG),6989
MU,Abaeté (MG),23237
MU,Abre Campo (MG),13454
MU,Acaiaca (MG),3994
MU,Açucena (MG),9470
MU,Água Boa (MG),13735
MU,Água Comprida (MG),1999
MU,Aguanil (MG),4486
MU,Águas Formosas (MG),19207
MU,Águas Vermelhas (MG),13539
MU,Aimorés (MG),25167
MU,Aiuruoca (MG),6003
MU,Alagoa (MG),2674
MU,Albertina (MG),3007
MU,Além Paraíba (MG),35362
MU,Alfenas (MG),79996
MU,Alfredo Vasconcelos (MG),6907
MU,Almenara (MG),41896
MU,Alpercata (MG),7424
MU,Alpinópolis (MG),19853
MU,Alterosa (MG),14466
MU,Alto Caparaó (MG),5847
MU,Alto Rio Doce (MG),11000
MU,Alvarenga (MG),3907
MU,Alvinópolis (MG),15203
MU,Alvorada de Minas (MG),3606
MU,Amparo do Serra (MG),4713
MU,Andradas (MG),41077
MU,Cachoeira de Pajeú (MG),9412
MU,Andrelândia (MG),12224
MU,Angelândia (MG),8520
MU,Antônio Carlos (MG),11445
MU,Antônio Dias (MG),9318
MU,Antônio Prado de Minas (MG),1598
MU,Araçaí (MG),2347
MU,Aracitaba (MG),2063
MU,Araçuaí (MG),36708
MU,Araguari (MG),117267
MU,Arantina (MG),2795
MU,Araponga (MG),8439
MU,Araporã (MG),6869
MU,Arapuá (MG),2834
MU,Araújos (MG),9273
MU,Araxá (MG),106229
MU,Arceburgo (MG),10772
MU,Arcos (MG),40092
MU,Areado (MG),15070
MU,Argirita (MG),2727
MU,Aricanduva (MG),5231
MU,Arinos (MG),17875
MU,Astolfo Dutra (MG),14179
MU,Ataléia (MG),12868
MU,Augusto de Lima (MG),4869
MU,Baependi (MG),19148
MU,Baldim (MG),7826
MU,Bambuí (MG),23829
MU,Bandeira (MG),4795
MU,Bandeira do Sul (MG),5746
MU,Barão de Cocais (MG),32485
MU,Barão de Monte Alto (MG),5397
MU,Barbacena (MG),137313
MU,Barra Longa (MG),5131
MU,Barroso (MG),20810
MU,Bela Vista de Minas (MG),10255
MU,Belmiro Braga (MG),3429
MU,Belo Horizonte (MG),2512070
MU,Belo Oriente (MG),26700
MU,Belo Vale (MG),7715
MU,Berilo (MG),11932
MU,Bertópolis (MG),4604
MU,Berizal (MG),4735
MU,Betim (MG),439340
MU,Bias Fortes (MG),3379
MU,Bicas (MG),14494
MU,Biquinhas (MG),2515
MU,Boa Esperança (MG),40127
MU,Bocaina de Minas (MG),5090
MU,Bocaiúva (MG),49979
MU,Bom Despacho (MG),50605
MU,Bom Jardim de Minas (MG),6474
MU,Bom Jesus da Penha (MG),4217
MU,Bom Jesus do Amparo (MG),6083
MU,Bom Jesus do Galho (MG),14935
MU,Bom Repouso (MG),10547
MU,Bom Sucesso (MG),17603
MU,Bonfim (MG),6868
MU,Bonfinópolis de Minas (MG),5493
MU,Bonito de Minas (MG),11230
MU,Borda da Mata (MG),19412
MU,Botelhos (MG),14971
MU,Botumirim (MG),6319
MU,Brasilândia de Minas (MG),16538
MU,Brasília de Minas (MG),32347
MU,Brás Pires (MG),4333
MU,Braúnas (MG),4801
MU,Brazópolis (MG),14459
MU,Brumadinho (MG),40103
MU,Bueno Brandão (MG),11001
MU,Buenópolis (MG),10365
MU,Bugre (MG),3982
MU,Buritis (MG),24841
MU,Buritizeiro (MG),28056
MU,Cabeceira Grande (MG),6949
MU,Cabo Verde (MG),14075
MU,Cachoeira da Prata (MG),3603
MU,Cachoeira de Minas (MG),11547
MU,Cachoeira Dourada (MG),2692
MU,Caetanópolis (MG),11624
MU,Caeté (MG),44718
MU,Caiana (MG),5496
MU,Cajuri (MG),3987
MU,Caldas (MG),14480
MU,Camacho (MG),2901
MU,Camanducaia (MG),21770
MU,Cambuí (MG),29551
MU,Cambuquira (MG),12814
MU,Campanário (MG),3721
MU,Campanha (MG),16665
MU,Campestre (MG),21055
MU,Campina Verde (MG),19745
MU,Campo Azul (MG),3817
MU,Campo Belo (MG),54029
MU,Campo do Meio (MG),11655
MU,Campo Florido (MG),8151
MU,Campos Altos (MG),15461
MU,Campos Gerais (MG),28774
MU,Canaã (MG),4563
MU,Canápolis (MG),12150
MU,Cana Verde (MG),5603
MU,Candeias (MG),14886
MU,Cantagalo (MG),4525
MU,Caparaó (MG),5438
MU,Capela Nova (MG),4653
MU,Capelinha (MG),37784
MU,Capetinga (MG),6920
MU,Capim Branco (MG),9754
MU,Capinópolis (MG),16173
MU,Capitão Andrade (MG),5468
MU,Capitão Enéas (MG),15234
MU,Capitólio (MG),8632
MU,Caputira (MG),9298
MU,Caraí (MG),23685
MU,Caranaíba (MG),3183
MU,Carandaí (MG),25501
MU,Carangola (MG),33000
MU,Caratinga (MG),92062
MU,Carbonita (MG),9405
MU,Careaçu (MG),6757
MU,Carlos Chagas (MG),18837
MU,Carmésia (MG),2632
MU,Carmo da Cachoeira (MG),12170
MU,Carmo da Mata (MG),11476
MU,Carmo de Minas (MG),14859
MU,Carmo do Cajuru (MG),22478
MU,Carmo do Paranaíba (MG),30329
MU,Carmo do Rio Claro (MG),21225
MU,Carmópolis de Minas (MG),19355
MU,Carneirinho (MG),10027
MU,Carrancas (MG),4047
MU,Carvalhópolis (MG),3579
MU,Carvalhos (MG),4478
MU,Casa Grande (MG),2257
MU,Cascalho Rico (MG),3075
MU,Cássia (MG),17740
MU,Conceição da Barra de Minas (MG),3954
MU,Cataguases (MG),75123
MU,Catas Altas (MG),5376
MU,Catas Altas da Noruega (MG),3641
MU,Catuji (MG),6311
MU,Catuti (MG),4986
MU,Caxambu (MG),21656
MU,Cedro do Abaeté (MG),1164
MU,Central de Minas (MG),7032
MU,Centralina (MG),10350
MU,Chácara (MG),3154
MU,Chalé (MG),5704
MU,Chapada do Norte (MG),15356
MU,Chapada Gaúcha (MG),13680
MU,Chiador (MG),2687
MU,Cipotânea (MG),6787
MU,Claraval (MG),4843
MU,Claro dos Poções (MG),7551
MU,Cláudio (MG),28617
MU,Coimbra (MG),7556
MU,Coluna (MG),8873
MU,Comendador Gomes (MG),3111
MU,Comercinho (MG),6929
MU,Conceição da Aparecida (MG),10292
MU,Conceição das Pedras (MG),2812
MU,Conceição das Alagoas (MG),27893
MU,Conceição de Ipanema (MG),4574
MU,Conceição do Mato Dentro (MG),17842
MU,Conceição do Pará (MG),5507
MU,Conceição do Rio Verde (MG),13638
MU,Conceição dos Ouros (MG),11638
MU,Cônego Marinho (MG),7642
MU,Confins (MG),6730
MU,Congonhal (MG),11950
MU,Congonhas (MG),54762
MU,Congonhas do Norte (MG),5045
MU,Conquista (MG),6939
MU,Conselheiro Lafaiete (MG),128589
MU,Conselheiro Pena (MG),22921
MU,Consolação (MG),1783
MU,Contagem (MG),663855
MU,Coqueiral (MG),9159
MU,Coração de Jesus (MG),26602
MU,Cordisburgo (MG),8890
MU,Cordislândia (MG),3538
MU,Corinto (MG),23731
MU,Coroaci (MG),9991
MU,Coromandel (MG),27974
MU,Coronel Fabriciano (MG),109855
MU,Coronel Murta (MG),9222
MU,Coronel Pacheco (MG),3086
MU,Coronel Xavier Chaves (MG),3434
MU,Córrego Danta (MG),3215
MU,Córrego do Bom Jesus (MG),3704
MU,Córrego Fundo (MG),6337
MU,Córrego Novo (MG),2771
MU,Couto de Magalhães de Minas (MG),4410
MU,Crisólita (MG),6704
MU,Cristais (MG),12798
MU,Cristália (MG),5971
MU,Cristiano Otoni (MG),5150
MU,Cristina (MG),10242
MU,Crucilândia (MG),5034
MU,Cruzeiro da Fortaleza (MG),3626
MU,Cruzília (MG),15417
MU,Cuparaque (MG),4982
MU,Curral de Dentro (MG),7729
MU,Curvelo (MG),80129
MU,Datas (MG),5410
MU,Delfim Moreira (MG),8025
MU,Delfinópolis (MG),7114
MU,Delta (MG),10533
MU,Descoberto (MG),5013
MU,Desterro de Entre Rios (MG),7243
MU,Desterro do Melo (MG),2901
MU,Diamantina (MG),47723
MU,Diogo de Vasconcelos (MG),3802
MU,Dionísio (MG),7729
MU,Divinésia (MG),3417
MU,Divino (MG),19931
MU,Divino das Laranjeiras (MG),4979
MU,Divinolândia de Minas (MG),7571
MU,Divinópolis (MG),238230
MU,Divisa Alegre (MG),6786
MU,Divisa Nova (MG),6011
MU,Divisópolis (MG),11019
MU,Dom Bosco (MG),3677
MU,Dom Cavati (MG),5072
MU,Dom Joaquim (MG),4195
