uf,cidade,qtd_pop
MU,Paulo Frontin (PR),7354
MU,Peabiru (PR),13996
MU,Perobal (PR),6127
MU,Pérola (PR),11234
MU,Pérola d'Oeste (PR),6347
MU,Piên (PR),12746
MU,Pinhais (PR),132157
MU,Pinhalão (PR),6326
MU,Pinhal de São Bento (PR),2731
MU,Pinhão (PR),32391
MU,Piraí do Sul (PR),25463
MU,Piraquara (PR),113036
MU,Pitanga (PR),30310
MU,Pitangueiras (PR),3224
MU,Planaltina do Paraná (PR),4263
MU,Planalto (PR),13479
MU,Ponta Grossa (PR),351736
MU,Pontal do Paraná (PR),27284
MU,Porecatu (PR),12914
MU,Porto Amazonas (PR),4848
MU,Porto Barreiro (PR),3237
MU,Porto Rico (PR),2559
MU,Porto Vitória (PR),4065
MU,Prado Ferreira (PR),3753
MU,Pranchita (PR),5157
MU,Presidente Castelo Branco (PR),5306
MU,Primeiro de Maio (PR),11123
MU,Prudentópolis (PR),52241
MU,Quarto Centenário (PR),4512
MU,Quatiguá (PR),7449
MU,Quatro Barras (PR),23559
MU,Quatro Pontes (PR),4015
MU,Quedas do Iguaçu (PR),34103
MU,Querência do Norte (PR),12206
MU,Quinta do Sol (PR),4573
MU,Quitandinha (PR),19049
MU,Ramilândia (PR),4451
MU,Rancho Alegre (PR),3808
MU,Rancho Alegre D'Oeste (PR),2655
MU,Realeza (PR),16922
MU,Rebouças (PR),14899
MU,Renascença (PR),6802
MU,Reserva (PR),26715
MU,Reserva do Iguaçu (PR),8010
MU,Ribeirão Claro (PR),10668
MU,Ribeirão do Pinhal (PR),13029
MU,Rio Azul (PR),15236
MU,Rio Bom (PR),3203
MU,Rio Bonito do Iguaçu (PR),13269
MU,Rio Branco do Ivaí (PR),4096
MU,Rio Branco do Sul (PR),32397
MU,Rio Negro (PR),34170
MU,Rolândia (PR),66580
MU,Roncador (PR),9849
MU,Rondon (PR),9579
MU,Rosário do Ivaí (PR),4786
MU,Sabáudia (PR),6827
MU,Salgado Filho (PR),3580
MU,Salto do Itararé (PR),4935
MU,Salto do Lontra (PR),14785
MU,Santa Amélia (PR),3324
MU,Santa Cecília do Pavão (PR),3334
MU,Santa Cruz de Monte Castelo (PR),7800
MU,Santa Fé (PR),12037
MU,Santa Helena (PR),26490
MU,Santa Inês (PR),1596
MU,Santa Isabel do Ivaí (PR),8562
MU,Santa Izabel do Oeste (PR),14659
MU,Santa Lúcia (PR),3813
MU,Santa Maria do Oeste (PR),9615
MU,Santa Mariana (PR),11724
MU,Santa Mônica (PR),3981
MU,Santana do Itararé (PR),4992
MU,Santa Tereza do Oeste (PR),10139
MU,Santa Terezinha de Itaipu (PR),23465
MU,Santo Antônio da Platina (PR),45993
MU,Santo Antônio do Caiuá (PR),2641
MU,Santo Antônio do Paraíso (PR),2106
MU,Santo Antônio do Sudoeste (PR),20166
MU,Santo Inácio (PR),5438
MU,São Carlos do Ivaí (PR),6878
MU,São Jerônimo da Serra (PR),11170
MU,São João (PR),10241
MU,São João do Caiuá (PR),5855
MU,São João do Ivaí (PR),10219
MU,São João do Triunfo (PR),15120
MU,São Jorge d'Oeste (PR),9050
MU,São Jorge do Ivaí (PR),5551
MU,São Jorge do Patrocínio (PR),5641
MU,São José da Boa Vista (PR),6206
MU,São José das Palmeiras (PR),3654
MU,São José dos Pinhais (PR),323340
MU,São Manoel do Paraná (PR),2160
MU,São Mateus do Sul (PR),46261
MU,São Miguel do Iguaçu (PR),27452
MU,São Pedro do Iguaçu (PR),5897
MU,São Pedro do Ivaí (PR),10981
MU,São Pedro do Paraná (PR),2313
MU,São Sebastião da Amoreira (PR),8853
MU,São Tomé (PR),5722
MU,Sapopema (PR),6736
MU,Sarandi (PR),96688
MU,Saudade do Iguaçu (PR),5500
MU,Sengés (PR),19327
MU,Serranópolis do Iguaçu (PR),4495
MU,Sertaneja (PR),5284
MU,Sertanópolis (PR),16369
MU,Siqueira Campos (PR),21016
MU,Sulina (PR),2981
MU,Tamarana (PR),14797
MU,Tamboara (PR),5120
MU,Tapejara (PR),16205
MU,Tapira (PR),5539
MU,Teixeira Soares (PR),12367
MU,Telêmaco Borba (PR),78974
MU,Terra Boa (PR),17094
MU,Terra Rica (PR),16789
MU,Terra Roxa (PR),17481
MU,Tibagi (PR),20522
MU,Tijucas do Sul (PR),16868
MU,Toledo (PR),140635
MU,Tomazina (PR),7918
MU,Três Barras do Paraná (PR),12040
MU,Tunas do Paraná (PR),8769
MU,Tuneiras do Oeste (PR),8566
MU,Tupãssi (PR),8124
MU,Turvo (PR),13215
MU,Ubiratã (PR),21013
MU,Umuarama (PR),111557
MU,União da Vitória (PR),57517
MU,Uniflor (PR),2605
MU,Uraí (PR),11314
MU,Wenceslau Braz (PR),19414
MU,Ventania (PR),11892
MU,Vera Cruz do Oeste (PR),8521
MU,Verê (PR),7257
MU,Alto Paraíso (PR),2741
MU,Doutor Ulysses (PR),5580
MU,Virmond (PR),4023
MU,Vitorino (PR),6838
MU,Xambrê (PR),5679
MU,Abdon Batista (SC),2563
MU,Abelardo Luz (SC),17904
MU,Agrolândia (SC),10864
MU,Agronômica (SC),5448
MU,Água Doce (SC),7145
MU,Águas de Chapecó (SC),6486
MU,Águas Frias (SC),2366
MU,Águas Mornas (SC),6469
MU,Alfredo Wagner (SC),10036
MU,Alto Bela Vista (SC),1937
MU,Anchieta (SC),5638
MU,Angelina (SC),4801
MU,Anita Garibaldi (SC),7133
MU,Anitápolis (SC),3232
MU,Antônio Carlos (SC),8513
MU,Apiúna (SC),10743
MU,Arabutã (SC),4267
MU,Araquari (SC),38129
MU,Araranguá (SC),68228
MU,Armazém (SC),8674
MU,Arroio Trinta (SC),3550
MU,Arvoredo (SC),2240
MU,Ascurra (SC),7934
MU,Atalanta (SC),3210
MU,Aurora (SC),5679
MU,Balneário Arroio do Silva (SC),13071
MU,Balneário Camboriú (SC),142295
MU,Balneário Barra do Sul (SC),10795
MU,Balneário Gaivota (SC),10979
MU,Bandeirante (SC),2678
MU,Barra Bonita (SC),1677
MU,Barra Velha (SC),29168
MU,Bela Vista do Toldo (SC),6337
MU,Belmonte (SC),2706
MU,Benedito Novo (SC),11652
MU,Biguaçu (SC),68481
MU,Blumenau (SC),357199
MU,Bocaina do Sul (SC),3474
MU,Bombinhas (SC),19769
MU,Bom Jardim da Serra (SC),4743
MU,Bom Jesus (SC),3010
MU,Bom Jesus do Oeste (SC),2142
MU,Bom Retiro (SC),9966
MU,Botuverá (SC),5246
MU,Braço do Norte (SC),33450
MU,Braço do Trombudo (SC),3743
MU,Brunópolis (SC),2420
MU,Brusque (SC),134723
MU,Caçador (SC),78595
MU,Caibi (SC),6148
MU,Calmon (SC),3346
MU,Camboriú (SC),82989
MU,Capão Alto (SC),2525
MU,Campo Alegre (SC),11978
MU,Campo Belo do Sul (SC),7016
MU,Campo Erê (SC),8526
MU,Campos Novos (SC),36244
MU,Canelinha (SC),12240
MU,Canoinhas (SC),54401
MU,Capinzal (SC),22848
MU,Capivari de Baixo (SC),24871
MU,Catanduvas (SC),10861
MU,Caxambu do Sul (SC),3642
MU,Celso Ramos (SC),2728
MU,Cerro Negro (SC),3124
MU,Chapadão do Lageado (SC),2988
MU,Chapecó (SC),220367
MU,Cocal do Sul (SC),16684
MU,Concórdia (SC),74641
MU,Cordilheira Alta (SC),4453
MU,Coronel Freitas (SC),9981
MU,Coronel Martins (SC),2549
MU,Corupá (SC),15909
MU,Correia Pinto (SC),12795
MU,Criciúma (SC),215186
MU,Cunha Porã (SC),11086
MU,Cunhataí (SC),1962
MU,Curitibanos (SC),39745
MU,Descanso (SC),8250
MU,Dionísio Cerqueira (SC),15498
MU,Dona Emma (SC),4146
MU,Doutor Pedrinho (SC),4064
MU,Entre Rios (SC),3203
MU,Ermo (SC),2063
MU,Erval Velho (SC),4412
MU,Faxinal dos Guedes (SC),10667
MU,Flor do Sertão (SC),1582
MU,Florianópolis (SC),500973
MU,Formosa do Sul (SC),2510
MU,Forquilhinha (SC),26793
MU,Fraiburgo (SC),36443
MU,Frei Rogério (SC),2023
MU,Galvão (SC),2873
MU,Garopaba (SC),23078
MU,Garuva (SC),18145
MU,Gaspar (SC),69639
MU,Governador Celso Ramos (SC),14471
MU,Grão Pará (SC),6569
MU,Gravatal (SC),11501
MU,Guabiruba (SC),23832
MU,Guaraciaba (SC),10090
MU,Guaramirim (SC),44819
MU,Guarujá do Sul (SC),5160
MU,Guatambú (SC),4704
MU,Herval d'Oeste (SC),22606
MU,Ibiam (SC),1957
MU,Ibicaré (SC),3202
MU,Ibirama (SC),18950
MU,Içara (SC),56421
MU,Ilhota (SC),14184
MU,Imaruí (SC),10135
MU,Imbituba (SC),44853
MU,Imbuia (SC),6197
MU,Indaial (SC),69425
MU,Iomerê (SC),2945
MU,Ipira (SC),4446
MU,Iporã do Oeste (SC),8996
MU,Ipuaçu (SC),7514
MU,Ipumirim (SC),7593
MU,Iraceminha (SC),3976
MU,Irani (SC),10419
MU,Irati (SC),1930
MU,Irineópolis (SC),11222
MU,Itá (SC),6169
MU,Itaiópolis (SC),21669
MU,Itajaí (SC),219536
MU,Itapema (SC),65312
MU,Itapiranga (SC),16872
MU,Itapoá (SC),20576
MU,Ituporanga (SC),25086
MU,Jaborá (SC),3936
MU,Jacinto Machado (SC),10416
MU,Jaguaruna (SC),20024
MU,Jaraguá do Sul (SC),177697
MU,Jardinópolis (SC),1570
MU,Joaçaba (SC),30118
MU,Joinville (SC),590466
MU,José Boiteux (SC),4997
MU,Jupiá (SC),2101
MU,Lacerdópolis (SC),2246
MU,Lages (SC),157544
MU,Laguna (SC),45814
MU,Lajeado Grande (SC),1427
MU,Laurentino (SC),6970
MU,Lauro Müller (SC),15244
MU,Lebon Régis (SC),12107
MU,Leoberto Leal (SC),3041
MU,Lindóia do Sul (SC),4563
MU,Lontras (SC),12130
MU,Luiz Alves (SC),12859
MU,Luzerna (SC),5685
MU,Macieira (SC),1775
MU,Mafra (SC),56292
MU,Major Gercino (SC),3442
MU,Major Vieira (SC),8103
MU,Maracajá (SC),7293
MU,Maravilha (SC),25762
MU,Marema (SC),1797
MU,Massaranduba (SC),16916
MU,Matos Costa (SC),2520
MU,Meleiro (SC),7015
MU,Mirim Doce (SC),2309
MU,Modelo (SC),4209
MU,Mondaí (SC),11742
MU,Monte Carlo (SC),9866
MU,Monte Castelo (SC),8275
MU,Morro da Fumaça (SC),17796
MU,Morro Grande (SC),2893
MU,Navegantes (SC),81475
MU,Nova Erechim (SC),5019
MU,Nova Itaberaba (SC),4331
MU,Nova Trento (SC),14549
MU,Nova Veneza (SC),15166
MU,Novo Horizonte (SC),2442
MU,Orleans (SC),22912
MU,Otacílio Costa (SC),18744
MU,Ouro (SC),7295
MU,Ouro Verde (SC),2217
MU,Paial (SC),1505
MU,Painel (SC),2359
MU,Palhoça (SC),171797
MU,Palma Sola (SC),7423
MU,Palmeira (SC),2627
MU,Palmitos (SC),16169
MU,Papanduva (SC),19320
MU,Paraíso (SC),3437
MU,Passo de Torres (SC),8823
MU,Passos Maia (SC),4147
MU,Paulo Lopes (SC),7494
MU,Pedras Grandes (SC),3976
MU,Penha (SC),32531
MU,Peritiba (SC),2787
MU,Pescaria Brava (SC),10091
MU,Petrolândia (SC),5937
MU,Balneário Piçarras (SC),23147
MU,Pinhalzinho (SC),20313
MU,Pinheiro Preto (SC),3555
MU,Piratuba (SC),3854
MU,Planalto Alegre (SC),2870
MU,Pomerode (SC),33447
MU,Ponte Alta (SC),4682
MU,Ponte Alta do Norte (SC),3414
MU,Ponte Serrada (SC),11593
MU,Porto Belo (SC),21388
MU,Porto União (SC),35398
MU,Pouso Redondo (SC),17453
MU,Praia Grande (SC),7319
MU,Presidente Castello Branco (SC),1568
MU,Presidente Getúlio (SC),17471
MU,Presidente Nereu (SC),2287
MU,Princesa (SC),2924
MU,Quilombo (SC),9887
MU,Rancho Queimado (SC),2878
MU,Rio das Antas (SC),6205
MU,Rio do Campo (SC),5940
MU,Rio do Oeste (SC),7489
MU,Rio dos Cedros (SC),11676
MU,Rio do Sul (SC),71061
MU,Rio Fortuna (SC),4611
MU,Rio Negrinho (SC),42302
MU,Rio Rufino (SC),2483
MU,Riqueza (SC),4598
MU,Rodeio (SC),11551
MU,Romelândia (SC),4786
MU,Salete (SC),7642
MU,Saltinho (SC),3781
MU,Salto Veloso (SC),4718
MU,Sangão (SC),12678
MU,Santa Cecília (SC),16830
MU,Santa Helena (SC),2223
MU,Santa Rosa de Lima (SC),2142
MU,Santa Rosa do Sul (SC),8358
MU,Santa Terezinha (SC),8787
MU,Santa Terezinha do Progresso (SC),2428
MU,Santiago do Sul (SC),1260
MU,Santo Amaro da Imperatriz (SC),23245
MU,São Bernardino (SC),2336
MU,São Bento do Sul (SC),84507
MU,São Bonifácio (SC),2838
MU,São Carlos (SC),11281
MU,São Cristóvão do Sul (SC),5549
MU,São Domingos (SC),9445
MU,São Francisco do Sul (SC),52721
MU,São João do Oeste (SC),6381
MU,São João Batista (SC),37424
MU,São João do Itaperiú (SC),3733
MU,São João do Sul (SC),7297
MU,São Joaquim (SC),26952
MU,São José (SC),246586
MU,São José do Cedro (SC),13829
MU,São José do Cerrito (SC),8295
MU,São Lourenço do Oeste (SC),24076
MU,São Ludgero (SC),13410
MU,São Martinho (SC),3180
MU,São Miguel da Boa Vista (SC),1820
MU,São Miguel do Oeste (SC),40482
MU,São Pedro de Alcântara (SC),5823
MU,Saudades (SC),9745
MU,Schroeder (SC),21365
MU,Seara (SC),17541
MU,Serra Alta (SC),3263
MU,Siderópolis (SC),14007
MU,Sombrio (SC),30374
MU,Sul Brasil (SC),2461
MU,Taió (SC),18395
MU,Tangará (SC),8676
MU,Tigrinhos (SC),1633
MU,Tijucas (SC),38407
MU,Timbé do Sul (SC),5348
MU,Timbó (SC),44238
MU,Timbó Grande (SC),7877
MU,Três Barras (SC),19275
MU,Treviso (SC),3929
MU,Treze de Maio (SC),7081
MU,Treze Tílias (SC),7840
MU,Trombudo Central (SC),7360
MU,Tubarão (SC),105686
MU,Tunápolis (SC),4543
MU,Turvo (SC),12899
MU,União do Oeste (SC),2464
MU,Urubici (SC),11235
MU,Urupema (SC),2465
MU,Urussanga (SC),21268
MU,Vargeão (SC),3573
MU,Vargem (SC),2477
MU,Vargem Bonita (SC),4492
MU,Vidal Ramos (SC),6338
MU,Videira (SC),53065
MU,Vitor Meireles (SC),4979
MU,Witmarsum (SC),3965
MU,Xanxerê (SC),50982
MU,Xavantina (SC),3933
MU,Xaxim (SC),28706
MU,Zortéa (SC),3363
MU,Balneário Rincão (SC),12760
MU,Aceguá (RS),4901
MU,Água Santa (RS),3748
MU,Agudo (RS),16461
MU,Ajuricaba (RS),7024
MU,Alecrim (RS),5950
MU,Alegrete (RS),73589
MU,Alegria (RS),3464
MU,Almirante Tamandaré do Sul (RS),1964
MU,Alpestre (RS),6258
MU,Alto Alegre (RS),1638
MU,Alto Feliz (RS),3028
MU,Alvorada (RS),210305
MU,Amaral Ferrador (RS),7031
MU,Ametista do Sul (RS),7409
MU,André da Rocha (RS),1333
MU,Anta Gorda (RS),5981
MU,Antônio Prado (RS),13050
MU,Arambaré (RS),3581
MU,Araricá (RS),5698
MU,Aratiba (RS),6235
MU,Arroio do Meio (RS),20805
MU,Arroio do Sal (RS),10065
MU,Arroio do Padre (RS),2937
MU,Arroio dos Ratos (RS),14151
MU,Arroio do Tigre (RS),13373
MU,Arroio Grande (RS),18293
MU,Arvorezinha (RS),10424
MU,Augusto Pestana (RS),6661
MU,Áurea (RS),3554
MU,Bagé (RS),121143
MU,Balneário Pinhal (RS),14068
MU,Barão (RS),6171
MU,Barão de Cotegipe (RS),6623
MU,Barão do Triunfo (RS),7487
MU,Barracão (RS),5275
MU,Barra do Guarita (RS),3248
MU,Barra do Quaraí (RS),4215
MU,Barra do Ribeiro (RS),13491
MU,Barra do Rio Azul (RS),1690
MU,Barra Funda (RS),2539
MU,Barros Cassal (RS),11199
MU,Benjamin Constant do Sul (RS),1994
MU,Bento Gonçalves (RS),120454
MU,Boa Vista das Missões (RS),2098
MU,Boa Vista do Buricá (RS),6712
MU,Boa Vista do Cadeado (RS),2470
MU,Boa Vista do Incra (RS),2603
MU,Boa Vista do Sul (RS),2783
MU,Bom Jesus (RS),11349
MU,Bom Princípio (RS),14055
MU,Bom Progresso (RS),1942
MU,Bom Retiro do Sul (RS),12328
MU,Boqueirão do Leão (RS),7714
MU,Bossoroca (RS),6279
MU,Bozano (RS),2123
MU,Braga (RS),3353
MU,Brochier (RS),5074
MU,Butiá (RS),20941
MU,Caçapava do Sul (RS),33624
MU,Cacequi (RS),12561
MU,Cachoeira do Sul (RS),82201
MU,Cachoeirinha (RS),130293
MU,Cacique Doble (RS),5065
MU,Caibaté (RS),4846
MU,Caiçara (RS),4743
MU,Camaquã (RS),66261
MU,Camargo (RS),2733
MU,Cambará do Sul (RS),6431
MU,Campestre da Serra (RS),3388
MU,Campina das Missões (RS),5474
MU,Campinas do Sul (RS),5454
MU,Campo Bom (RS),66712
MU,Campo Novo (RS),4484
MU,Campos Borges (RS),3320
MU,Candelária (RS),31365
MU,Cândido Godói (RS),6198
MU,Candiota (RS),9584
MU,Canela (RS),44998
MU,Canguçu (RS),56045
MU,Canoas (RS),346616
MU,Canudos do Vale (RS),1716
MU,Capão Bonito do Sul (RS),1654
MU,Capão da Canoa (RS),53049
MU,Capão do Cipó (RS),3651
MU,Capão do Leão (RS),25354
MU,Capivari do Sul (RS),4660
MU,Capela de Santana (RS),11940
MU,Capitão (RS),2757
MU,Carazinho (RS),62110
MU,Caraá (RS),8270
MU,Carlos Barbosa (RS),29833
MU,Carlos Gomes (RS),1377
MU,Casca (RS),9031
MU,Caseiros (RS),3202
MU,Catuípe (RS),8774
MU,Caxias do Sul (RS),510906
MU,Centenário (RS),2891
MU,Cerrito (RS),6091
MU,Cerro Branco (RS),4691
MU,Cerro Grande (RS),2311
MU,Cerro Grande do Sul (RS),12239
MU,Cerro Largo (RS),14133
MU,Chapada (RS),9269
MU,Charqueadas (RS),40789
MU,Charrua (RS),3279
MU,Chiapetta (RS),3756
MU,Chuí (RS),6704
MU,Chuvisca (RS),5441
MU,Cidreira (RS),16254
MU,Ciríaco (RS),4747
MU,Colinas (RS),2438
MU,Colorado (RS),3175
MU,Condor (RS),6753
MU,Constantina (RS),9911
MU,Coqueiro Baixo (RS),1501
MU,Coqueiros do Sul (RS),2306
MU,Coronel Barros (RS),2519
MU,Coronel Bicaco (RS),7325
MU,Coronel Pilar (RS),1628
MU,Cotiporã (RS),3853
MU,Coxilha (RS),2756
MU,Crissiumal (RS),13448
MU,Cristal (RS),8009
MU,Cristal do Sul (RS),2847
MU,Cruz Alta (RS),60299
MU,Cruzaltense (RS),1833
MU,Cruzeiro do Sul (RS),12348
MU,David Canabarro (RS),4740
MU,Derrubadas (RS),2805
MU,Dezesseis de Novembro (RS),2427
MU,Dilermando de Aguiar (RS),3014
MU,Dois Irmãos (RS),32671
MU,Dois Irmãos das Missões (RS),2026
MU,Dois Lajeados (RS),3400
MU,Dom Feliciano (RS),15414
MU,Dom Pedro de Alcântara (RS),2534
MU,Dom Pedrito (RS),38461
MU,Dona Francisca (RS),3041
MU,Doutor Maurício Cardoso (RS),4549
MU,Doutor Ricardo (RS),1983
MU,Eldorado do Sul (RS),41285
MU,Encantado (RS),22706
MU,Encruzilhada do Sul (RS),25877
MU,Engenho Velho (RS),1034
MU,Entre-Ijuís (RS),8475
MU,Entre Rios do Sul (RS),2792
MU,Erebango (RS),2991
MU,Erechim (RS),105862
MU,Ernestina (RS),3168
MU,Herval (RS),6821
MU,Erval Grande (RS),4859
MU,Erval Seco (RS),6912
MU,Esmeralda (RS),3282
MU,Esperança do Sul (RS),2926
MU,Espumoso (RS),15588
MU,Estação (RS),5958
MU,Estância Velha (RS),50022
MU,Esteio (RS),83202
MU,Estrela (RS),34116
MU,Estrela Velha (RS),3655
MU,Eugênio de Castro (RS),2396
MU,Fagundes Varela (RS),2731
MU,Farroupilha (RS),72331
MU,Faxinal do Soturno (RS),6677
MU,Faxinalzinho (RS),2315
MU,Fazenda Vilanova (RS),4533
MU,Feliz (RS),13547
MU,Flores da Cunha (RS),30745
MU,Floriano Peixoto (RS),1766
MU,Fontoura Xavier (RS),10304
MU,Formigueiro (RS),6664
MU,Forquetinha (RS),2412
MU,Fortaleza dos Valos (RS),4320
MU,Frederico Westphalen (RS),31313
MU,Garibaldi (RS),35070
MU,Garruchos (RS),2924
MU,Gaurama (RS),5534
MU,General Câmara (RS),8385
MU,Gentil (RS),1634
MU,Getúlio Vargas (RS),16212
MU,Giruá (RS),16004
MU,Glorinha (RS),8098
MU,Gramado (RS),36232
MU,Gramado dos Loureiros (RS),2082
MU,Gramado Xavier (RS),4325
MU,Gravataí (RS),281519
MU,Guabiju (RS),1503
MU,Guaíba (RS),98143
MU,Guaporé (RS),25727
MU,Guarani das Missões (RS),7537
MU,Harmonia (RS),4866
MU,Herveiras (RS),3018
MU,Horizontina (RS),19329
MU,Hulha Negra (RS),6776
MU,Humaitá (RS),4762
MU,Ibarama (RS),4406
MU,Ibiaçá (RS),4709
MU,Ibiraiaras (RS),7262
MU,Ibirapuitã (RS),4013
MU,Ibirubá (RS),20350
MU,Igrejinha (RS),36899
MU,Ijuí (RS),83475
MU,Ilópolis (RS),4078
MU,Imbé (RS),22800
MU,Imigrante (RS),3120
MU,Independência (RS),6167
MU,Inhacorá (RS),2226
MU,Ipê (RS),6640
MU,Ipiranga do Sul (RS),1889
MU,Iraí (RS),7241
MU,Itaara (RS),5499
MU,Itacurubi (RS),3465
MU,Itapuca (RS),2094
MU,Itaqui (RS),37620
MU,Itati (RS),2419
MU,Itatiba do Sul (RS),3324
MU,Ivorá (RS),1910
MU,Ivoti (RS),24293
MU,Jaboticaba (RS),3810
MU,Jacuizinho (RS),2692
MU,Jacutinga (RS),3561
MU,Jaguarão (RS),26680
MU,Jaguari (RS),10848
MU,Jaquirana (RS),3716
MU,Jari (RS),3503
MU,Jóia (RS),8560
MU,Júlio de Castilhos (RS),19293
MU,Lagoa Bonita do Sul (RS),2903
MU,Lagoão (RS),6452
MU,Lagoa dos Três Cantos (RS),1609
MU,Lagoa Vermelha (RS),27807
MU,Lajeado (RS),84014
MU,Lajeado do Bugre (RS),2564
MU,Lavras do Sul (RS),7480
MU,Liberato Salzano (RS),5219
MU,Lindolfo Collor (RS),6054
MU,Linha Nova (RS),1714
MU,Machadinho (RS),5445
MU,Maçambará (RS),4587
MU,Mampituba (RS),2981
MU,Manoel Viana (RS),7299
MU,Maquiné (RS),6714
MU,Maratá (RS),2691
MU,Marau (RS),44161
MU,Marcelino Ramos (RS),4402
MU,Mariana Pimentel (RS),3885
MU,Mariano Moro (RS),2031
MU,Marques de Souza (RS),4009
MU,Mata (RS),4823
MU,Mato Castelhano (RS),2540
MU,Mato Leitão (RS),4515
MU,Mato Queimado (RS),1648
MU,Maximiliano de Almeida (RS),4377
MU,Minas do Leão (RS),8075
MU,Miraguaí (RS),4925
MU,Montauri (RS),1453
MU,Monte Alegre dos Campos (RS),3226
MU,Monte Belo do Sul (RS),2548
MU,Montenegro (RS),65264
MU,Mormaço (RS),3085
MU,Morrinhos do Sul (RS),2949
MU,Morro Redondo (RS),6568
MU,Morro Reuter (RS),6407
MU,Mostardas (RS),12804
MU,Muçum (RS),4954
MU,Muitos Capões (RS),3162
MU,Muliterno (RS),1893
MU,Não-Me-Toque (RS),17624
MU,Nicolau Vergueiro (RS),1682
MU,Nonoai (RS),11695
MU,Nova Alvorada (RS),3625
MU,Nova Araçá (RS),4759
MU,Nova Bassano (RS),9916
MU,Nova Boa Vista (RS),1775
MU,Nova Bréscia (RS),3330
MU,Nova Candelária (RS),2698
MU,Nova Esperança do Sul (RS),5352
MU,Nova Hartz (RS),21615
MU,Nova Pádua (RS),2553
MU,Nova Palma (RS),6512
MU,Nova Petrópolis (RS),21353
MU,Nova Prata (RS),27257
MU,Nova Ramada (RS),2242
MU,Nova Roma do Sul (RS),3689
MU,Nova Santa Rita (RS),29300
MU,Novo Cabrais (RS),4196
MU,Novo Hamburgo (RS),246748
MU,Novo Machado (RS),3323
MU,Novo Tiradentes (RS),2211
MU,Novo Xingu (RS),1719
MU,Novo Barreiro (RS),4164
MU,Osório (RS),45994
MU,Paim Filho (RS),3828
MU,Palmares do Sul (RS),11318
MU,Palmeira das Missões (RS),33303
MU,Palmitinho (RS),7057
MU,Panambi (RS),43667
MU,Pantano Grande (RS),9174
MU,Paraí (RS),7657
MU,Paraíso do Sul (RS),7611
MU,Pareci Novo (RS),3837
MU,Parobé (RS),58272
MU,Passa Sete (RS),5702
MU,Passo do Sobrado (RS),6535
MU,Passo Fundo (RS),203275
MU,Paulo Bento (RS),2293
MU,Paverama (RS),8487
MU,Pedras Altas (RS),1982
MU,Pedro Osório (RS),7730
MU,Pejuçara (RS),3874
MU,Pelotas (RS),342405
MU,Picada Café (RS),5742
MU,Pinhal (RS),2579
MU,Pinhal da Serra (RS),1941
MU,Pinhal Grande (RS),4350
MU,Pinheirinho do Vale (RS),4871
MU,Pinheiro Machado (RS),12271
MU,Pinto Bandeira (RS),3003
MU,Pirapó (RS),2304
MU,Piratini (RS),20663
MU,Planalto (RS),10084
MU,Poço das Antas (RS),2098
MU,Pontão (RS),3904
MU,Ponte Preta (RS),1547
MU,Portão (RS),37079
MU,Porto Alegre (RS),1483771
MU,Porto Lucena (RS),4678
MU,Porto Mauá (RS),2374
MU,Porto Vera Cruz (RS),1360
MU,Porto Xavier (RS),10246
MU,Pouso Novo (RS),1639
MU,Presidente Lucena (RS),2901
MU,Progresso (RS),6244
MU,Protásio Alves (RS),1947
MU,Putinga (RS),3919
MU,Quaraí (RS),22687
MU,Quatro Irmãos (RS),1849
MU,Quevedos (RS),2788
MU,Quinze de Novembro (RS),3796
MU,Redentora (RS),11549
MU,Relvado (RS),2090
MU,Restinga Sêca (RS),15789
MU,Rio dos Índios (RS),2752
MU,Rio Grande (RS),211005
MU,Rio Pardo (RS),38275
MU,Riozinho (RS),4653
MU,Roca Sales (RS),11393
MU,Rodeio Bonito (RS),5867
MU,Rolador (RS),2323
MU,Rolante (RS),21349
MU,Ronda Alta (RS),10601
MU,Rondinha (RS),5130
MU,Roque Gonzales (RS),6847
MU,Rosário do Sul (RS),39422
MU,Sagrada Família (RS),2609
MU,Saldanha Marinho (RS),2650
MU,Salto do Jacuí (RS),12449
MU,Salvador das Missões (RS),2733
MU,Salvador do Sul (RS),7799
MU,Sananduva (RS),16270
MU,Santa Bárbara do Sul (RS),7994
MU,Santa Cecília do Sul (RS),1639
MU,Santa Clara do Sul (RS),6603
MU,Santa Cruz do Sul (RS),130416
MU,Santa Maria (RS),282123
MU,Santa Maria do Herval (RS),6331
MU,Santa Margarida do Sul (RS),2562
MU,Santana da Boa Vista (RS),8098
MU,Sant'Ana do Livramento (RS),77027
MU,Santa Rosa (RS),73254
MU,Santa Tereza (RS),1729
MU,Santa Vitória do Palmar (RS),29676
MU,Santiago (RS),49425
MU,Santo Ângelo (RS),77593
MU,Santo Antônio do Palma (RS),2128
MU,Santo Antônio da Patrulha (RS),42894
MU,Santo Antônio das Missões (RS),10175
MU,Santo Antônio do Planalto (RS),2019
MU,Santo Augusto (RS),13885
MU,Santo Cristo (RS),14257
MU,Santo Expedito do Sul (RS),2324
MU,São Borja (RS),60282
MU,São Domingos do Sul (RS),3074
MU,São Francisco de Assis (RS),18335
MU,São Francisco de Paula (RS),21710
MU,São Gabriel (RS),62105
MU,São Jerônimo (RS),24248
MU,São João da Urtiga (RS),4657
MU,São João do Polêsine (RS),2552
MU,São Jorge (RS),2824
MU,São José das Missões (RS),2537
MU,São José do Herval (RS),1971
